,,,Employee income earners,Employee income earners - median age ,Total Employee income,Median Employee income,Mean Employee income,Employee income as main source of income,Own unincorporated business income earners,Own unincorporated business income earners - median age ,Total Own unincorporated business income,Median Own unincorporated business income,Mean Own unincorporated business income,Own unincorporated business income as main source of income ,Investment income earners,Investment income earners - median age,Total Investment income,Median Investment income,Mean Investment income,Investment income as main source of income,Superannuation and annuity income earners,Superannuation and annuity income earners - median age,Total Superannuation and annuity income,Median Superannuation and annuity income,Mean Superannuation and annuity income,Superannuation and annuity income as main source of income, Total income earners (excl. Government pensions),Total income earners (excl. Government pensions and allowances) - median age,Total income (excl. Government pensions),Median Total income (excl. Government pensions),Mean Total income (excl. Government pensions),Total income (excl. Government pensions and allowances) - P80/P20,Total income (excl. Government pensions and allowances) - P80/P50,Total income (excl. Government pensions and allowances) - P20/P50 ,Total income (excl. Government pensions and allowances) - P10/P50,Total income (excl. Government pensions and allowances) - Gini coefficient,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners,Total income (excl. Government pensions and allowances) - Lowest Quartile,Total income (excl. Government pensions and allowances) - Second Quartile,Total income (excl. Government pensions and allowances) - Third Quartile,Total income (excl. Government pensions and allowances) - Highest Quartile,Gross Capital Gains - Persons,Gross Capital Gains - Amount ,Gross Capital Gains - Median,Gross Capital Gains - Mean,Age Pension - Centrelink,Age Pension - DVA,Service Pension - DVA,Income Support Supplement - DVA,Carer Payment,Disability Support Pension,Newstart Allowance,Parenting Payment - Single,Parenting Payment - Partnered,Youth Allowance (Full time students/apprentices),Youth Allowance (Other),Family Tax Benefit A,Family Tax Benefit B,Persons earning $1-$499 per week,Persons earning $500-$999 per week,Persons earning $1000-$1999 per week,Persons earning $2000-$2999 per week,Persons earning $3000 or more per week,Persons earning nil income,Persons with a negative income,Median equivalised total household income (weekly)
CODE,LABEL,YEAR,no.,years,$,$,$,%,no.,years,$,$,$,%,no.,years,$,$,$,%,no.,years,$,$,$,%,no.,years,$,$,$,ratio,ratio,ratio, ratio,no.,%,%,%,%,%,%,%,no.,$m,$,$,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,%,%,%,%,%,%,%,$
58190,Tammin (S),2011,159,42,"4,892,324","20,115","30,769",52.8,93,46,"2,084,778","7,800","22,417",21.3,163,47,"1,285,380","2,204","7,886",25.5,-,-,-,-,-,-,217,46,"8,064,366","26,254","37,163",9.4,2.53,0.27,0.12,0.534,-,19,32.1,37,29.2,14.8,19,46,0.7,"1,295","15,404",37,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,560
58190,Tammin (S),2012,170,41,"6,176,581","26,218","36,333",57.6,97,46,"2,751,050","15,323","28,361",22.3,166,47,"1,372,963","1,676","8,271",19.6,-,-,-,-,-,-,222,45,"9,742,160","36,598","43,884",7.72,1.99,0.26,0.07,0.497,-,17.5,29.8,29.5,26.3,23.7,20.5,26,0.4,859,"15,747",41,-,-,-,-,21,-,-,-,-,-,43,34,-,-,-,-,-,-,-,-
58190,Tammin (S),2013,173,35,"6,541,581","28,300","37,813",58.1,96,48,"4,494,878","26,747","46,822",29.5,160,48,"1,182,208","1,655","7,389",12.3,-,-,-,-,-,-,224,45,"11,628,788","37,115","51,914",5.52,2.14,0.39,0.14,0.492,-,20.6,32.4,28.2,28.2,21.6,22,-,-,-,-,44,-,-,-,-,-,26,-,-,-,-,46,38,-,-,-,-,-,-,-,-
58190,Tammin (S),2014,181,38,"7,482,184","28,716","41,338",56.7,111,48,"8,081,824","48,843","72,809",34,173,48,"1,013,009","1,205","5,856",8.8,-,-,-,-,-,-,237,44,"15,814,344","47,502","66,727",5.75,2.4,0.42,0.17,0.481,-,17.7,30.4,22.3,24.8,23.9,29,23,0.5,"4,654","19,937",43,-,-,-,-,-,27,-,-,-,-,42,34,-,-,-,-,-,-,-,-
58190,Tammin (S),2015,183,40,"7,976,647","33,771","43,588",55.2,120,48,"12,364,792","77,694","103,040",32.1,199,48,"1,341,741",708,"6,742",11.9,-,-,-,-,-,-,252,45,"21,305,253","55,067","84,545",6.88,2.37,0.34,0.08,0.54,-,19.8,35.9,23,21.4,14.7,40.9,-,-,-,-,43,-,-,-,-,-,30,-,-,-,-,34,29,-,-,-,-,-,-,-,-
58190,Tammin (S),2016,190,39,"7,525,070","27,432","39,606",56.7,106,48,"5,931,112","28,081","55,954",30.3,179,48,"1,467,352",901,"8,197",11.8,-,-,-,-,-,-,236,45,"14,103,410","43,024","59,760",6.26,2.11,0.34,0.12,0.51,-,19.7,33.5,29.8,23.9,19.7,26.5,28,0.5,"2,584","19,095",44,-,-,-,5,21,32,-,-,-,-,35,28,27.9,25.6,17.2,4.5,1.6,4.9,-,852
58190,Tammin (S),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,18,29,6,-,-,-,35,29,-,-,-,-,-,-,-,-
58260,Three Springs (S),2011,229,41,"9,483,834","38,166","41,414",62.8,119,51,"6,162,498","19,806","51,786",22.4,234,47,"1,863,730",789,"7,965",14.2,-,-,-,-,-,-,320,45,"18,015,787","39,549","56,299",7.02,2.09,0.3,0.06,0.57,-,26.1,39.2,28.4,22.7,22.1,26.8,36,0.6,"1,499","17,219",59,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,660
58260,Three Springs (S),2012,267,38,"10,898,729","33,037","40,819",64.4,113,50,"2,638,326","18,653","23,348",19.3,222,46,"2,208,256",959,"9,947",15.3,-,-,-,-,-,-,324,44,"15,445,492","38,970","47,671",7.3,2.18,0.3,0.08,0.557,-,17.8,30.4,28.5,24.5,20.9,26.1,34,0.4,"1,559","11,032",57,-,5,-,-,24,-,-,-,-,-,50,47,-,-,-,-,-,-,-,-
58260,Three Springs (S),2013,249,41,"11,240,352","37,303","45,142",61.7,109,50,"8,335,640","45,203","76,474",23.9,229,48,"2,619,036","1,144","11,437",13.8,-,-,-,-,-,-,325,44,"21,906,758","48,682","67,405",5.24,2.07,0.4,0.16,0.507,-,22.9,35.4,21.5,25.8,22.1,30.7,29,0.2,"4,492","7,722",62,-,5,-,-,20,-,-,-,-,-,57,52,-,-,-,-,-,-,-,-
58260,Three Springs (S),2014,248,40,"11,506,873","38,463","46,399",63.1,95,48,"6,427,968","41,206","67,663",22.9,209,48,"2,244,402","1,274","10,739",13.4,-,-,-,-,-,-,307,44,"19,533,546","47,746","63,627",5.85,2.02,0.35,0.12,0.543,-,22.9,36.3,24.8,24.2,21.2,29.7,32,1.2,"7,867","36,796",64,-,-,-,-,-,-,-,-,-,-,59,54,-,-,-,-,-,-,-,-
58260,Three Springs (S),2015,250,41,"11,735,229","37,969","46,941",64.1,104,49,"3,350,037","15,197","32,212",17.6,209,49,"2,033,558",629,"9,730",17.9,-,-,-,-,-,-,302,46,"16,495,264","40,292","54,620",6.48,2.15,0.33,0.05,0.589,-,24.4,37,29.9,24.9,22.3,22.9,34,0.5,"2,538","15,374",66,-,-,-,-,-,29,-,-,-,-,53,51,-,-,-,-,-,-,-,-
58260,Three Springs (S),2016,250,42,"12,318,478","41,850","49,274",66.8,99,48,"978,791","3,418","9,887",14.3,203,47,"2,137,573",655,"10,530",18.2,-,-,-,-,-,-,284,46,"13,921,592","39,463","49,020",7.6,2.18,0.29,0.05,0.568,-,20,32.6,33.9,24.8,19.6,21.7,-,-,-,-,68,-,-,-,-,15,29,8,-,-,-,56,45,28.5,22.6,20.8,3.8,2.9,8.4,1.3,762
58260,Three Springs (S),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,-,-,-,-,11,22,8,-,-,-,48,39,-,-,-,-,-,-,-,-
58330,Toodyay (S),2011,"1,821",46,"96,216,314","43,348","52,837",69,597,53,"6,398,719","6,236","10,718",12.9,"1,492",52,"11,285,923",391,"7,564",14.8,83,60,"1,955,883","18,975","23,565",2,"2,305",49,"113,199,071","38,062","49,110",6.69,2.14,0.32,0.12,0.515,5.8,18.6,31,28.7,23.8,20.1,27.4,161,9.5,"3,647","59,075",478,-,-,-,34,187,106,78,-,23,-,-,-,-,-,-,-,-,-,-,675
58330,Toodyay (S),2012,"1,876",46,"108,520,533","48,284","57,847",70.4,556,54,"6,352,093","6,687","11,425",11.2,"1,534",53,"12,329,330",362,"8,037",15,92,59,"2,265,023","16,180","24,620",1.8,"2,310",49,"126,892,005","42,488","54,932",6.8,2.16,0.32,0.11,0.493,5.1,17.4,29.8,28.1,22.1,19.5,30.2,120,4.0,"5,236","33,539",517,-,69,8,38,191,107,77,-,-,-,302,283,-,-,-,-,-,-,-,-
58330,Toodyay (S),2013,"1,940",46,"119,607,581","50,606","61,653",70.1,586,54,"6,596,796","5,923","11,257",11.5,"1,545",53,"9,618,990",345,"6,226",14.4,84,60,"3,663,214","19,483","43,610",2,"2,363",50,"135,010,780","44,129","57,135",6.83,2.15,0.31,0.1,0.515,6.1,19.2,31.6,27.9,22.7,20.3,29.1,136,4.6,"4,819","34,140",550,-,73,8,42,191,133,56,-,-,24,277,266,-,-,-,-,-,-,-,-
58330,Toodyay (S),2014,"2,020",47,"124,982,159","50,296","61,872",71.1,566,55,"8,274,597","5,341","14,619",11.1,"1,636",53,"11,423,553",265,"6,983",14.7,61,60,"1,785,236","20,312","29,266",1.6,"2,378",50,"139,751,175","45,652","58,768",6.76,2.13,0.32,0.11,0.491,5.3,18.1,30.5,28.4,21.8,20.5,29.3,131,3.5,"3,124","26,783",574,-,75,7,48,178,149,68,-,-,24,273,263,-,-,-,-,-,-,-,-
58330,Toodyay (S),2015,"2,063",47,"129,990,501","50,998","63,010",68.9,594,55,"11,284,896","8,946","18,998",12.5,"1,671",54,"10,748,499",263,"6,432",14.9,82,59,"2,041,366","20,000","24,895",2.1,"2,428",51,"142,920,735","45,326","58,864",6.2,2.11,0.34,0.12,0.485,5.3,18.4,30.7,27.6,23.5,20.8,28.1,160,8.1,"3,848","50,354",633,-,63,7,45,160,167,58,-,-,-,277,267,-,-,-,-,-,-,-,-
58330,Toodyay (S),2016,"2,026",47,"128,805,444","51,537","63,576",70.5,561,56,"4,938,907","5,492","8,804",11.4,"1,670",54,"8,247,742",198,"4,939",14.3,88,60,"2,674,735","21,168","30,395",2.3,"2,402",51,"135,694,480","44,332","56,492",6.24,2.07,0.33,0.11,0.512,5.5,18.8,31,28.5,23.9,20.6,27,125,17.7,"3,922","141,620",670,-,61,6,40,149,182,64,-,16,15,269,230,31,19.8,19.8,5.2,2.8,9.5,0.6,745
58330,Toodyay (S),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,690,-,53,6,42,139,195,59,13,13,16,233,194,-,-,-,-,-,-,-,-
58400,Trayning (S),2011,114,44,"3,918,891","29,823","34,376",50.3,85,54,"1,029,096","5,642","12,107",22.7,130,52,"1,251,090","1,658","9,624",23.8,-,-,-,-,-,-,183,49,"5,985,648","28,688","32,708",-,-,-,-,-,-,28.5,42.2,39.2,26.5,22.1,12.2,42,0.6,"3,201","15,278",41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,549
58400,Trayning (S),2012,110,44,"3,972,352","29,654","36,112",52.5,85,57,"1,187,545","8,048","13,971",23.7,134,53,"1,476,318","2,153","11,017",21.5,-,-,-,-,-,-,178,50,"6,463,633","34,663","36,313",-,-,-,-,-,-,17.7,33.4,36.2,20.3,21.5,22,24,0.2,696,"8,443",46,-,8,-,-,26,-,-,-,-,-,26,21,-,-,-,-,-,-,-,-
58400,Trayning (S),2013,116,45,"3,928,746","26,640","33,868",43.7,103,52,"5,563,230","27,747","54,012",37.7,144,54,"1,434,238","2,000","9,960",16.4,-,-,-,-,-,-,181,51,"10,703,286","42,555","59,134",-,-,-,-,0.554,-,23,36.5,32.2,20.2,21.9,25.7,23,0.4,"2,509","15,823",41,-,-,4,-,30,22,-,-,-,-,29,23,-,-,-,-,-,-,-,-
58400,Trayning (S),2014,120,44,"4,146,950","27,256","34,558",47.2,93,52,"5,947,978","51,573","63,957",38.1,142,52,"1,551,837","1,304","10,928",13.6,-,-,-,-,-,-,175,51,"11,681,850","49,458","66,753",-,-,-,-,0.482,-,16.6,28.9,27.3,18.2,18.8,35.8,27,0.2,"1,659","8,100",41,-,5,-,-,31,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-
58400,Trayning (S),2015,116,46,"4,194,881","30,914","36,163",41.9,86,53,"6,430,064","57,376","74,768",37.8,138,53,"1,316,022","1,034","9,536",17.4,-,-,-,-,-,-,173,52,"12,200,020","44,450","70,520",-,-,-,-,0.587,-,20.6,34.2,33.1,18.6,14,34.3,31,0.2,"1,195","7,021",42,-,5,-,-,32,-,-,-,-,-,28,24,-,-,-,-,-,-,-,-
58400,Trayning (S),2016,111,45,"4,106,067","31,437","36,992",48.3,74,54,"4,259,446","39,814","57,560",30.9,112,53,"1,301,097",701,"11,617",18.1,-,-,-,-,-,-,150,49,"9,575,494","47,621","63,837",-,-,-,-,0.547,-,20.2,35.9,27.5,22.8,23.5,26.2,-,-,-,-,47,-,-,-,9,26,21,-,-,-,-,22,19,32.1,22.3,16.9,2,2,3.7,-,725
58400,Trayning (S),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,-,-,-,6,20,20,6,-,-,-,27,23,-,-,-,-,-,-,-,-
58470,Upper Gascoyne (S),2011,28,51,"1,459,326","46,287","52,119",83.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,51,"1,874,991","76,253","58,593",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,577
58470,Upper Gascoyne (S),2012,34,48,"1,667,528","38,036","49,045",83.3,-,-,-,-,-,-,24,52,"47,346",103,"1,973",5.6,-,-,-,-,-,-,36,52,"2,160,533","56,311","60,015",-,-,-,-,-,-,-,-,22.2,19.4,16.7,41.7,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,25,25,-,-,-,-,-,-,-,-
58470,Upper Gascoyne (S),2013,41,46,"2,130,087","49,963","51,953",82.5,-,-,-,-,-,-,24,53,"-6,477",24,-270,2.5,-,-,-,-,-,-,37,50,"2,298,343","57,241","62,117",-,-,-,-,-,-,-,-,17.5,22.5,27.5,32.5,-,-,-,-,-,-,-,-,-,-,29,-,-,-,-,31,29,-,-,-,-,-,-,-,-
58470,Upper Gascoyne (S),2014,34,52,"1,597,101","40,394","46,974",85.3,-,-,-,-,-,-,22,57,"-34,426",12,"-1,565",5.9,-,-,-,-,-,-,37,53,"1,956,314","50,378","52,873",-,-,-,-,-,-,-,-,23.5,23.5,26.5,26.5,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,35,34,-,-,-,-,-,-,-,-
58470,Upper Gascoyne (S),2015,39,48,"1,961,060","34,548","50,284",87.5,-,-,-,-,-,-,20,58,"-45,853",1,"-2,293",-,-,-,-,-,-,-,31,55,"1,668,396","47,998","53,819",-,-,-,-,-,-,-,-,21.9,25,28.1,25,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,31,32,-,-,-,-,-,-,-,-
58470,Upper Gascoyne (S),2016,40,54,"2,441,121","44,202","61,028",89.7,-,-,-,-,-,-,20,-,"-20,336",-,"-1,017",-,-,-,-,-,-,-,29,56,"2,032,825","59,342","70,097",-,-,-,-,-,-,-,-,17.2,24.1,20.7,37.9,-,-,-,-,13,-,-,-,-,10,45,9,-,-,5,30,30,33,14,9.5,3,1.5,1.5,1.5,537
58470,Upper Gascoyne (S),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,9,58,15,-,-,10,40,38,-,-,-,-,-,-,-,-
58510,Victoria Park (T),2011,"18,558",33,"1,010,124,679","44,628","54,431",83.6,"2,438",41,"57,827,591","11,543","23,719",6.1,"12,554",38,"73,601,640",268,"5,863",8.4,516,60,"11,238,051","17,610","21,779",1.4,"19,641",35,"1,126,411,457","45,571","57,350",5.05,1.88,0.37,0.18,0.463,7.3,20.1,31.4,22.2,22.8,24.7,30.3,"1,253",38.8,"2,764","31,001","2,514",-,-,-,112,"1,070",630,308,-,544,90,-,-,-,-,-,-,-,-,-,925
58510,Victoria Park (T),2012,"20,018",33,"1,179,413,713","47,333","58,918",84.3,"2,520",41,"63,556,525","11,927","25,221",6,"13,617",38,"83,359,724",270,"6,122",8.1,475,60,"11,470,436","17,543","24,148",1.2,"20,867",35,"1,304,548,301","48,884","62,517",5.06,1.9,0.37,0.18,0.465,7.6,20.4,31.8,22.2,22.2,23.9,31.7,"1,007",28.8,"2,417","28,565","2,734",5,279,137,116,"1,013",576,280,-,498,61,"1,399","1,305",-,-,-,-,-,-,-,-
58510,Victoria Park (T),2013,"21,351",32,"1,343,233,793","50,650","62,912",84.5,"2,542",41,"66,785,098","11,591","26,273",5.6,"14,452",38,"94,290,658",269,"6,524",8.1,454,60,"12,166,024","20,483","26,797",1.2,"21,990",35,"1,468,617,954","52,552","66,786",4.93,1.9,0.38,0.19,0.461,7.1,19.9,31.3,21.4,21.4,24.1,33.1,"1,095",39.3,"2,421","35,850","2,780",7,257,131,130,"1,005",778,186,-,462,101,"1,327","1,238",-,-,-,-,-,-,-,-
58510,Victoria Park (T),2014,"21,695",33,"1,387,251,842","51,459","63,943",84.5,"2,518",41,"64,285,632","11,300","25,530",5.6,"14,913",38,"100,498,055",251,"6,739",8.2,464,60,"13,400,646","19,150","28,881",1.1,"22,156",35,"1,501,299,101","53,305","67,760",5.06,1.91,0.38,0.19,0.46,6.8,19.6,31.2,22,21.1,23.9,32.9,"1,261",45.6,"3,101","36,149","2,824",5,234,124,130,977,776,189,-,490,105,"1,322","1,258",-,-,-,-,-,-,-,-
58510,Victoria Park (T),2015,"22,137",33,"1,457,792,834","53,096","65,853",83.6,"2,634",40,"62,036,908","10,671","23,552",5.6,"15,555",38,"101,045,053",211,"6,496",9,498,60,"13,699,920","18,313","27,510",1.2,"22,635",35,"1,545,281,530","53,586","68,270",5.05,1.92,0.38,0.19,0.461,6.8,19.6,31.3,22.2,21.7,24.1,31.9,"1,339",45.9,"3,023","34,267","2,874",5,197,115,140,959,921,217,-,488,108,"1,335","1,259",-,-,-,-,-,-,-,-
58510,Victoria Park (T),2016,"20,963",34,"1,370,194,782","53,020","65,363",82,"2,720",40,"56,684,598","9,991","20,840",6.2,"15,305",38,"85,844,036",168,"5,609",9.9,499,60,"12,289,927","18,246","24,629",1.3,"21,752",36,"1,437,657,327","52,328","66,093",5.39,1.95,0.36,0.16,0.464,6,18.9,30.6,23.8,22.3,23.6,30.4,"1,261",47.5,"2,086","37,697","2,950",7,183,105,128,927,"1,012",227,-,489,109,"1,305","1,134",22.8,19.2,23.8,7.5,4.1,9.6,0.6,"1,023"
58510,Victoria Park (T),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,963",5,156,94,136,889,"1,116",206,76,446,153,"1,236","1,040",-,-,-,-,-,-,-,-
58540,Victoria Plains (S),2011,416,41,"15,526,595","31,130","37,324",56.9,278,49,"4,982,769","13,163","17,924",24.5,416,47,"3,236,057","1,033","7,779",16.7,-,-,-,-,-,-,603,45,"23,126,747","32,577","38,353",11.18,2.14,0.19,0.01,0.655,6.2,22.3,35.9,33.5,24.9,21.2,20.4,77,4.9,"2,700","64,103",67,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,643
58540,Victoria Plains (S),2012,403,41,"15,004,045","29,370","37,231",54.7,263,50,"6,050,895","12,942","23,007",25.8,408,48,"4,443,982","1,186","10,892",17.6,-,-,-,-,-,-,568,46,"24,872,628","34,166","43,790",6.92,2.06,0.3,0.06,0.566,5.9,21.5,34.8,33.7,25.1,21.1,20,63,1.4,"2,005","22,456",73,-,-,-,-,25,-,-,-,-,-,77,54,-,-,-,-,-,-,-,-
58540,Victoria Plains (S),2013,425,42,"16,602,419","31,708","39,065",54.2,270,50,"13,290,795","25,499","49,225",28.4,406,48,"4,182,218",982,"10,301",15.5,-,-,-,-,-,-,580,46,"33,707,458","41,389","58,116",6.39,2.1,0.33,0.05,0.537,6.3,23.5,37,26.7,27.2,21,25.1,43,1.3,"2,761","30,680",88,-,-,-,-,25,-,-,-,-,-,72,54,-,-,-,-,-,-,-,-
58540,Victoria Plains (S),2014,446,42,"18,954,433","34,211","42,499",55.6,281,50,"15,380,880","29,327","54,736",29.7,420,48,"7,592,923",841,"18,078",13.3,-,-,-,-,-,-,602,45,"41,850,904","45,530","69,520",5.61,2.17,0.39,0.15,0.545,14.7,28.1,39.9,26.6,23.9,21.3,28.2,50,3.0,"1,988","60,632",86,-,-,-,-,29,20,-,-,-,-,66,51,-,-,-,-,-,-,-,-
58540,Victoria Plains (S),2015,460,42,"21,325,551","37,769","46,360",55.1,275,51,"17,640,232","32,983","64,146",29.4,444,49,"6,307,053","1,041","14,205",13.8,-,-,-,-,-,-,633,46,"44,372,012","48,774","70,098",6.01,2.19,0.36,0.11,0.537,8.9,24.1,37.5,25.8,21.5,23.1,29.6,52,3.5,"1,860","66,875",85,-,-,-,-,27,-,-,-,-,-,60,49,-,-,-,-,-,-,-,-
58540,Victoria Plains (S),2016,369,40,"16,861,566","36,073","45,695",56.9,197,51,"8,761,406","25,653","44,474",25,355,49,"2,800,708",598,"7,889",16.8,-,-,-,-,-,-,512,46,"28,041,061","40,004","54,768",7.33,2.11,0.29,0.05,0.552,5.3,21,35.3,32.9,22.7,22.1,22.3,25,1.1,"2,118","43,413",85,-,-,-,5,24,13,6,-,-,-,57,46,25.9,24.9,22.8,2.8,2.3,8.7,0.9,797
58540,Victoria Plains (S),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,-,-,-,-,24,8,-,-,-,-,47,30,-,-,-,-,-,-,-,-
58570,Vincent (C),2011,"19,717",32,"1,138,048,947","43,259","57,719",82.2,"2,873",42,"95,901,794","11,806","33,380",6.7,"13,724",39,"117,428,840",374,"8,556",9.7,437,59,"9,718,022","14,150","22,238",0.9,"20,403",35,"1,322,549,625","47,734","64,821",5.7,2,0.35,0.17,0.494,8.6,22.4,34.2,22.4,21.8,21,34.7,"1,655",74.1,"4,352","44,753","2,395",-,-,-,82,982,559,160,-,452,34,-,-,-,-,-,-,-,-,-,"1,140"
58570,Vincent (C),2012,"21,029",32,"1,315,726,744","46,668","62,567",82.5,"2,901",42,"104,963,852","12,118","36,182",6.4,"14,658",38,"147,105,832",383,"10,036",9.7,401,59,"9,197,568","14,931","22,937",0.8,"21,590",35,"1,527,093,803","51,682","70,732",5.76,2.03,0.35,0.18,0.497,8.7,22.5,34.4,22.2,20.9,21.1,35.8,"1,399",48.7,"2,800","34,784","2,386",-,113,50,84,843,530,146,-,360,37,896,834,-,-,-,-,-,-,-,-
58570,Vincent (C),2013,"22,299",32,"1,512,372,443","51,000","67,822",82.3,"3,038",42,"105,780,624","12,636","34,819",6.4,"15,537",38,"157,892,121",385,"10,162",9.7,432,59,"10,550,032","16,366","24,421",0.8,"22,469",35,"1,723,904,948","57,057","76,724",5.52,1.99,0.36,0.19,0.487,8,21.9,33.8,21.1,19.9,21.2,37.8,"1,583",49.0,"3,544","30,964","2,358",-,112,43,95,847,627,118,-,325,56,827,786,-,-,-,-,-,-,-,-
58570,Vincent (C),2014,"22,778",33,"1,583,657,739","53,012","69,526",82.1,"3,041",42,"112,397,713","13,298","36,961",6.4,"16,120",38,"173,725,535",368,"10,777",10,414,59,"10,696,157","16,801","25,836",0.8,"22,925",35,"1,797,192,805","58,557","78,394",5.44,1.98,0.36,0.18,0.485,8.2,21.9,33.7,20.8,19.6,21.9,37.7,"1,742",62.5,"3,937","35,866","2,327",-,110,41,97,853,701,133,-,346,68,795,746,-,-,-,-,-,-,-,-
58570,Vincent (C),2015,"23,559",33,"1,691,515,481","54,970","71,799",81.6,"3,153",42,"113,530,438","12,576","36,007",6.4,"16,835",38,"179,166,713",321,"10,643",10.4,473,59,"12,582,919","17,122","26,602",0.9,"23,619",35,"1,873,183,123","59,163","79,308",5.56,1.99,0.36,0.18,0.487,8,21.9,33.7,21.3,19.4,22,37.2,"1,760",65.5,"3,628","37,196","2,329",-,97,29,104,818,834,137,-,366,64,817,765,-,-,-,-,-,-,-,-
58570,Vincent (C),2016,"22,994",34,"1,718,429,779","57,823","74,734",80.3,"3,436",43,"113,593,055","11,019","33,060",6.7,"17,425",39,"168,272,747",268,"9,657",11.3,471,59,"14,560,600","18,416","30,914",0.9,"23,882",37,"1,900,594,365","59,590","79,583",5.62,1.99,0.35,0.18,0.486,8.2,21.8,33.5,21.3,20,21.5,37.1,"1,806",69.3,"3,037","38,392","2,266",-,91,30,101,740,841,123,-,382,69,760,668,20.5,17.2,26.4,10.5,7.7,6.8,0.4,"1,340"
58570,Vincent (C),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,189",-,81,28,107,698,894,118,35,362,89,739,619,-,-,-,-,-,-,-,-
58610,Wagin (S),2011,954,44,"37,159,603","32,960","38,951",65.6,383,51,"3,687,415","7,143","9,628",14.3,867,51,"7,594,106",643,"8,759",17.9,44,60,"501,223","8,223","11,391",1.3,"1,271",48,"48,327,868","33,694","38,023",6.63,1.93,0.29,0.08,0.538,4.6,17.2,29.9,31,27.4,23.2,18.4,125,2.5,"3,283","20,019",245,-,-,-,24,103,54,24,-,-,-,-,-,-,-,-,-,-,-,-,560
58610,Wagin (S),2012,920,45,"38,625,058","35,814","41,984",63.9,383,52,"7,644,789","13,872","19,960",16,870,52,"8,374,463",631,"9,626",17.2,31,64,"444,537","12,488","14,340",1.4,"1,225",48,"54,537,402","38,829","44,520",5.44,1.82,0.34,0.13,0.461,4.7,16.5,27.9,28.2,27,25.4,19.4,92,2.3,"1,315","25,024",270,-,20,4,25,114,45,28,-,-,-,170,134,-,-,-,-,-,-,-,-
58610,Wagin (S),2013,942,45,"39,889,751","34,361","42,346",64.8,369,53,"10,714,117","18,441","29,036",17.6,834,52,"7,866,540",652,"9,432",15.1,22,64,"316,135","10,831","14,370",1.1,"1,182",49,"57,467,555","41,344","48,619",5.63,1.92,0.34,0.13,0.456,4.4,16.7,28,27.3,26.7,23.5,22.4,90,1.3,"1,279","14,145",271,-,19,4,21,107,57,27,-,-,-,168,133,-,-,-,-,-,-,-,-
58610,Wagin (S),2014,892,45,"40,019,648","38,074","44,865",65.5,352,53,"13,677,068","20,163","38,855",18.5,807,52,"8,953,375",586,"11,095",14.7,25,63,"417,371","11,086","16,695",0.8,"1,119",50,"61,376,895","45,584","54,850",4.48,1.78,0.4,0.15,0.449,5.8,18.5,29.7,24.2,25.8,27.5,22.5,107,2.9,"3,550","26,708",279,-,18,4,26,112,63,27,-,-,-,152,124,-,-,-,-,-,-,-,-
